"Geo","tick","run","random_seed"
"365.7806509083206 69.19091457298843 0.6940829155108729",401.0,1,1248708014
"224.06750615359448 164.81806353821537 0.5700506794557254",401.0,1,1248708014
"314.6367493745777 8.219675348535768 0.7047488455473796",401.0,1,1248708014
"21.029647546848118 153.08610765293378 0.6840841326103009",401.0,1,1248708014
"229.78011567471177 164.47700891265953 0.6227991880870476",401.0,1,1248708014
"222.71665464538438 157.0010990399657 0.6093636688627386",401.0,1,1248708014
"324.1825782333354 8.957050126895474 0.7522332586271856",401.0,1,1248708014
"317.3202183224649 14.830290478983244 0.6494554860829839",401.0,1,1248708014
"18.000813004821826 158.22110432468577 0.7874199948298557",401.0,1,1248708014
"323.88327132019765 16.53584760406787 0.6138462052391096",401.0,1,1248708014
"143.66346654963934 359.71903339208984 0.7307755020945357",401.0,1,1248708014
"140.38992451745705 356.2790369747362 0.5846132343268924",401.0,1,1248708014
"219.71622360575904 162.37370883211278 0.6993264862490339",401.0,1,1248708014
"315.84680706615524 13.288818446475224 0.5824348120370542",401.0,1,1248708014
"226.79659894814932 157.32000406464883 0.6691211148965059",401.0,1,1248708014
"315.7747986137318 5.353275918523985 0.6168836139221768",401.0,1,1248708014
"140.33172334973122 358.5914341663231 0.5952567754300597",401.0,1,1248708014
"17.75198188883528 149.2589341864767 0.6710235689674348",401.0,1,1248708014
"11.814996763589575 148.56169537003157 0.6070124270837892",401.0,1,1248708014
"142.32383929074632 354.4100668891988 0.6025859792214459",401.0,1,1248708014
"323.65936577913135 12.798742955413703 0.6274376317943166",401.0,1,1248708014
"314.65676393439185 5.731005589755339 0.571533148171414",401.0,1,1248708014
"225.46754534055216 168.68229269208786 0.643134801938735",401.0,1,1248708014
"135.90204840802977 360.869980029167 0.6893348568856766",401.0,1,1248708014
"318.92979164179326 6.4728456853996725 0.6236702975882611",401.0,1,1248708014
"324.19855881022784 7.59448792378924 0.5854928741383258",401.0,1,1248708014
"136.03556663728492 354.9052562281179 0.6392806750601701",401.0,1,1248708014
"367.0218702666903 65.54143157552915 0.640957672652989",401.0,1,1248708014
"225.63248437863646 166.1313125861897 0.7880451083540989",401.0,1,1248708014
"324.7995153943323 13.451483490894924 0.6963899704985461",401.0,1,1248708014
"323.07130916392003 9.972197230014867 0.7456589576084212",401.0,1,1248708014
"14.44565651833177 151.2747854415029 0.7328102693973364",401.0,1,1248708014
"16.614374905179744 145.78381066244458 0.6468388146410803",401.0,1,1248708014
"12.87830133875381 149.16093099457748 0.5986018443490477",401.0,1,1248708014
"317.6412288491526 17.097552235221105 0.5815310471577346",401.0,1,1248708014
"11.04882464761452 150.4644589026966 0.7937835168589837",401.0,1,1248708014
"228.74841909290606 159.8673099561465 0.7811468507871909",401.0,1,1248708014
"18.991313358109227 152.43632690721796 0.724969498747188",401.0,1,1248708014
"369.1816454082195 71.87773866732077 0.7805735424198483",401.0,1,1248708014
"135.1842262928742 356.46803512448093 0.611480148401766",401.0,1,1248708014
"227.80652368248946 160.96216848725925 0.6676017855841809",401.0,1,1248708014
"11.12655513680286 156.06781746520807 0.74187792971375",401.0,1,1248708014
"224.02474209282423 167.14154589867175 0.5986086789565346",401.0,1,1248708014
"316.1183481109638 14.751862753076955 0.5701557880203123",401.0,1,1248708014
"135.1145890478324 357.8695079297766 0.7920226978464524",401.0,1,1248708014
"140.31476141450398 353.6175311991687 0.7298357377047675",401.0,1,1248708014
"370.80570713226587 63.247089131755715 0.6539486528831283",401.0,1,1248708014
"368.63111588020814 69.35906565705294 0.7566268435777538",401.0,1,1248708014
"320.1825318632536 6.526059496347741 0.6471884435570945",401.0,1,1248708014
"15.052559984047338 157.08186693291077 0.577687692135625",401.0,1,1248708014
"134.8447378824929 360.12074552838794 0.6119695465269546",401.0,1,1248708014
"365.7451462456609 73.13866887406985 0.6809318925473743",401.0,1,1248708014
"373.61835143966005 67.20911118276716 0.7231736406374422",401.0,1,1248708014
"219.79726710732592 159.7412397768279 0.6399976026462325",401.0,1,1248708014
"367.6019611762058 72.01460569661961 0.7019328717360628",401.0,1,1248708014
"12.950036677160192 158.29600378577211 0.7255312744865513",401.0,1,1248708014
"317.17276426531896 9.374809399036677 0.7920595731249409",401.0,1,1248708014
"17.976925429860696 147.84852043500518 0.762407237515262",401.0,1,1248708014
"220.8813850325635 160.37540895317022 0.6185285316782461",401.0,1,1248708014
"327.1688650963523 13.323491945866563 0.765277938091293",401.0,1,1248708014
"318.11528277141076 5.451198339815139 0.6899965229478414",401.0,1,1248708014
"15.896503526218405 153.55585391946337 0.5871241237660788",401.0,1,1248708014
"317.6870375475902 11.849030311914502 0.577631558629057",401.0,1,1248708014
"18.84918640391277 154.7221287189801 0.6607904981353981",401.0,1,1248708014
"224.66750048017974 160.52459366626584 0.6514845677899777",401.0,1,1248708014
"9.806343506195487 151.2902319249252 0.6360683151607237",401.0,1,1248708014
"227.0998341106295 165.67193466471088 0.7522018862592962",401.0,1,1248708014
"366.806994933274 68.3160625441995 0.6631479349007329",401.0,1,1248708014
"136.82525532690457 363.18897023515814 0.7152022366232949",401.0,1,1248708014
"225.36961508791077 164.62038187120504 0.7510987911922624",401.0,1,1248708014
"142.83130061477712 357.04241404095706 0.6251182013941885",401.0,1,1248708014
"20.752898896113656 154.47391957297452 0.7299674430562904",401.0,1,1248708014
"138.2942715717807 360.7076805334329 0.7560893844247714",401.0,1,1248708014
"133.73440944280966 357.2357790729209 0.5832608573910831",401.0,1,1248708014
"224.66843107802524 158.21604698089317 0.607009620283888",401.0,1,1248708014
"14.509086918547474 147.36410835226147 0.6040578203542396",401.0,1,1248708014
"323.5620738837754 6.449626474474725 0.607564948928207",401.0,1,1248708014
"226.30483248336677 156.0105688915377 0.7339081373254378",401.0,1,1248708014
"15.260237922705512 149.7604255748465 0.6100957087982204",401.0,1,1248708014
"322.23642982640433 16.16573910024545 0.582200567622812",401.0,1,1248708014
"136.64825112104654 358.6402360375164 0.5844887539435274",401.0,1,1248708014
"320.05582554064046 17.78494178696887 0.7942968852556719",401.0,1,1248708014
"10.732168577383488 152.160057387554 0.6374429191497918",401.0,1,1248708014
"313.9455440053711 6.619305510544287 0.571533148171414",401.0,1,1248708014
"365.68267136825233 70.51990324971507 0.6459856807622691",401.0,1,1248708014
"225.97712248785794 158.47353088922864 0.7295042468069419",401.0,1,1248708014
"132.62462126676974 355.2152016605585 0.6362651028581354",401.0,1,1248708014
"140.0554541131063 362.2908353723882 0.7506671422676464",401.0,1,1248708014
"371.9871144813676 72.25998407561494 0.6652472309062933",401.0,1,1248708014
"16.92554334092518 146.98693239336248 0.6024233618701231",401.0,1,1248708014
"222.10924831591365 160.45245182131148 0.6151555222321262",401.0,1,1248708014
"323.7754989328162 11.162991773767203 0.6491142011832515",401.0,1,1248708014
"19.006076740361106 146.7323148715637 0.6355637142906508",401.0,1,1248708014
"318.7044459410065 17.556368282365156 0.5787184598073937",401.0,1,1248708014
"13.187381884919322 146.88750765474677 0.5802200376360594",401.0,1,1248708014
"142.22886001909535 355.7853858331003 0.7796684411332104",401.0,1,1248708014
"144.93485751501407 359.2012867539619 0.6449075118318264",401.0,1,1248708014
"364.042989665237 64.83196141371256 0.5735463015915294",401.0,1,1248708014
"223.94563717518696 159.34465138909167 0.7410917237904188",401.0,1,1248708014
"222.69276096398085 165.92281680949225 0.7529934606058801",401.0,1,1248708014
"140.96037594450854 355.0935137834358 0.6755775514983166",401.0,1,1248708014
"138.13715875303618 363.01812166253364 0.6091267065619389",401.0,1,1248708014
"224.5872811763691 162.97936249988857 0.5832816248128949",401.0,1,1248708014
"368.70136239289883 67.26422183808467 0.5868333541383814",401.0,1,1248708014
"368.2198997806453 70.75360953635231 0.7070050463801205",401.0,1,1248708014
"368.47271276301115 73.15112654131829 0.6849740578244796",401.0,1,1248708014
"138.17805616854974 355.22245073040716 0.6575368314750732",401.0,1,1248708014
"368.02361243321724 68.18894443694514 0.572513860716556",401.0,1,1248708014
"367.06018149763986 66.89048702031621 0.6991907638095706",401.0,1,1248708014
"11.879428900704685 154.02581123197857 0.6015641696253556",401.0,1,1248708014
"325.7091477686921 9.252574449900658 0.8023735637316874",401.0,1,1248708014
"321.4787236528544 6.739843634662889 0.681069275157432",401.0,1,1248708014
"14.695801419559503 153.94821499657164 0.6712875415215033",401.0,1,1248708014
"144.8379022254133 357.95051734193066 0.6125604564824205",401.0,1,1248708014
"14.943646554172737 158.4160351148315 0.7693974096427133",401.0,1,1248708014
"322.05323869550836 5.607987017057415 0.5964833883553702",401.0,1,1248708014
"325.2515462391259 6.575477476436324 0.670371328775399",401.0,1,1248708014
"18.23399133198613 156.76588853999303 0.6906287060339226",401.0,1,1248708014
"14.144285650708479 155.25932379182692 0.7600428726461594",401.0,1,1248708014
"315.02024581346825 12.217533167213233 0.7727244501217563",401.0,1,1248708014
"324.72188415854424 12.07395063218936 0.6750744706470194",401.0,1,1248708014
"371.45769637373803 66.8497724881488 0.6255202681932243",401.0,1,1248708014
"220.98086596840028 164.9699689153459 0.596760062144643",401.0,1,1248708014
"320.8115412211055 10.868487112063711 0.5918566599135305",401.0,1,1248708014
"138.82447237890614 353.59354003384277 0.7298357377047675",401.0,1,1248708014
"323.6181458180957 14.182571843770555 0.6963899704985461",401.0,1,1248708014
"365.98662315390544 64.81802113831641 0.6256810722412088",401.0,1,1248708014
"369.97429567764686 69.2269307961482 0.6012758133902302",401.0,1,1248708014
"136.57386578412437 357.2802869837508 0.7825306215260731",401.0,1,1248708014
"141.37361734321615 359.23676444029354 0.6351711559344156",401.0,1,1248708014
"325.9841795123402 14.299753339969397 0.7681989559560005",401.0,1,1248708014
"19.611766976084155 157.11427577034206 0.7344563321175286",401.0,1,1248708014
"143.31637406055603 358.3028951833202 0.7361374982346734",401.0,1,1248708014
"132.68065821420208 356.6999933195983 0.5991439482650817",401.0,1,1248708014
"364.7088071729394 71.38013623622112 0.6605545593006502",401.0,1,1248708014
"17.65477670009529 151.9208124219501 0.7171797613725718",401.0,1,1248708014
"19.894354372913607 151.32269585655405 0.7155120935491007",401.0,1,1248708014
"370.0509943751221 67.01260040862473 0.7968972403389619",401.0,1,1248708014
"140.4995434417365 357.433331871931 0.5750993637732295",401.0,1,1248708014
"323.1766593072332 5.185139918352297 0.6123733069328012",401.0,1,1248708014
"222.64454907313745 167.2988386076202 0.627347626876695",401.0,1,1248708014
"371.4223736571936 65.5183702967853 0.6886571456633428",401.0,1,1248708014
"134.80054925314815 355.2483821897042 0.6474297319619733",401.0,1,1248708014
"319.23954452041846 15.378999307714992 0.6675501372713948",401.0,1,1248708014
"139.67807268167604 360.8891299107563 0.6442315980951023",401.0,1,1248708014
"228.4138536191461 162.26136097398435 0.7745170259781018",401.0,1,1248708014
"14.183772341925904 146.09908748107105 0.6966548930872715",401.0,1,1248708014
"19.424344472946714 147.9961353189331 0.6968843968705067",401.0,1,1248708014
"17.039465029550023 150.5401142542432 0.8008614970168795",401.0,1,1248708014
"220.7828401121216 161.6093283061637 0.6140896870226761",401.0,1,1248708014
"134.25240197986037 361.3549567360435 0.6785679992780468",401.0,1,1248708014
"15.270691901770844 155.95910218605763 0.5764521182050849",401.0,1,1248708014
"318.28847090809256 10.319212190757318 0.6768538848114616",401.0,1,1248708014
"16.446221267506907 155.96816657440252 0.6092424405011112",401.0,1,1248708014
"316.63438570899837 6.2333770356200455 0.6191276647245946",401.0,1,1248708014
"372.1066027476165 70.811071325447 0.7948109939076049",401.0,1,1248708014
"140.97713982696487 361.18258093615884 0.6923265699211302",401.0,1,1248708014
"370.8845667170425 68.27629170787107 0.7237218863613211",401.0,1,1248708014
"312.78697496535807 10.266283256654905 0.8024182249094323",401.0,1,1248708014
"142.08489362310215 360.3547643228498 0.6935344306831173",401.0,1,1248708014
